full_text,tokens,processed_text
obe malah bikin mahasiswa jadi kurang eksploratif mereka hanya belajar yang ada di rubrik penilaian saja,"['obe', 'bikin', 'mahasiswa', 'eksploratif', 'ajar', 'rubrik', 'nilai']",obe bikin mahasiswa eksploratif ajar rubrik nilai
kampus kami asal comot obe tanpa adaptasi ke konteks lokal jadinya ya tidak nyambung sama kebutuhan riil,"['kampus', 'comot', 'obe', 'adaptasi', 'konteks', 'lokal', 'ya', 'nyambung', 'butuh', 'riil']",kampus comot obe adaptasi konteks lokal ya nyambung butuh riil
capek dengerin obe terus ujungujungnya yang dipentingin tetep nilai bukan pemahaman,"['capek', 'dengerin', 'obe', 'ujungujungnya', 'dipentingin', 'tetep', 'nilai', 'paham']",capek dengerin obe ujungujungnya dipentingin tetep nilai paham
garagara obe kreativitas mahasiswa malah terbunuh karena semuanya harus sesuai standar yang kaku,"['garagara', 'obe', 'kreativitas', 'mahasiswa', 'bunuh', 'sesuai', 'standar', 'kaku']",garagara obe kreativitas mahasiswa bunuh sesuai standar kaku
obe ini bikin sistem pendidikan jadi tidak manusiawi semua diukur pakai angka saja tanpa lihat prosesnya,"['obe', 'bikin', 'sistem', 'didik', 'manusiawi', 'ukur', 'pakai', 'angka', 'lihat', 'proses']",obe bikin sistem didik manusiawi ukur pakai angka lihat proses
kampus hanya ngejar akreditasi makanya terapin obe tapi implementasinya hanya di permukaan saja,"['kampus', 'ngejar', 'akreditasi', 'terapin', 'obe', 'implementasi', 'muka']",kampus ngejar akreditasi terapin obe implementasi muka
tidak ngerti lagi sama kebijakan pendidikan yang gontaganti tahun ini obe besok apalagi,"['ngerti', 'bijak', 'didik', 'gontaganti', 'obe', 'besok']",ngerti bijak didik gontaganti obe besok
obe malah bikin gap antara kampus besar dan kecil makin lebar karena butuh resource banyak buat implementasinya,"['obe', 'bikin', 'gap', 'kampus', 'lebar', 'butuh', 'resource', 'implementasi']",obe bikin gap kampus lebar butuh resource implementasi
sejak pakai kurikulum obe guruguru jadi kebanyakan ngurus administratif daripada fokus ngajar,"['pakai', 'kurikulum', 'obe', 'guruguru', 'banyak', 'ngurus', 'administratif', 'fokus', 'ngajar']",pakai kurikulum obe guruguru banyak ngurus administratif fokus ngajar
tidak semua bidang ilmu cocok diterapin obe misalnya humaniora yang lebih ke proses berpikir daripada hasil konkret,"['bidang', 'ilmu', 'cocok', 'diterapin', 'obe', 'humaniora', 'proses', 'pikir', 'hasil', 'konkret']",bidang ilmu cocok diterapin obe humaniora proses pikir hasil konkret
obe ini hanya bikin pendidikan jadi mekanistis hilang unsur seni dan kreativitasnya,"['obe', 'bikin', 'didik', 'mekanistis', 'hilang', 'unsur', 'seni', 'kreativitas']",obe bikin didik mekanistis hilang unsur seni kreativitas
kampus kami terpaksa terapin obe padahal sebenernya tidak siap jadinya implementasinya kacau balau,"['kampus', 'paksa', 'terapin', 'obe', 'sebenernya', 'implementasi', 'kacau', 'balau']",kampus paksa terapin obe sebenernya implementasi kacau balau
lebih baik perbaiki kualitas guru daripada gontaganti kurikulum terus seperti obe begini,"['baik', 'kualitas', 'guru', 'gontaganti', 'kurikulum', 'obe']",baik kualitas guru gontaganti kurikulum obe
obe ternyata hanya rebranding dari kurikulum lama substansinya tetep sama hanya beda istilah saja,"['obe', 'rebranding', 'kurikulum', 'substansi', 'tetep', 'beda', 'istilah']",obe rebranding kurikulum substansi tetep beda istilah
sudah setahun pakai obe tapi malah bikin mahasiswa jadi bingung karena setiap dosen nerapinnya bedabeda,"['tahun', 'pakai', 'obe', 'bikin', 'mahasiswa', 'bingung', 'dosen', 'nerapinnya', 'bedabeda']",tahun pakai obe bikin mahasiswa bingung dosen nerapinnya bedabeda
garagara obe waktu dosen habis buat bikin dokumen assessmen daripada fokus ke kualitas pengajaran,"['garagara', 'obe', 'dosen', 'habis', 'bikin', 'dokumen', 'assessmen', 'fokus', 'kualitas', 'ajar']",garagara obe dosen habis bikin dokumen assessmen fokus kualitas ajar
obe malah bikin mahasiswa jadi tidak mandiri mereka hanya belajar apa yang bakal diuji saja,"['obe', 'bikin', 'mahasiswa', 'mandiri', 'ajar', 'uji']",obe bikin mahasiswa mandiri ajar uji
kenapa indonesia harus ikutikutan tren kurikulum dari luar obe ini belum tentu cocok untuk konteks kita,"['indonesia', 'ikutikutan', 'tren', 'kurikulum', 'obe', 'cocok', 'konteks']",indonesia ikutikutan tren kurikulum obe cocok konteks
kurikulum obe hanya menyenangkan pembuat kebijakan yang jadi korban ya guru dan siswa,"['kurikulum', 'obe', 'senang', 'buat', 'bijak', 'korban', 'ya', 'guru', 'siswa']",kurikulum obe senang buat bijak korban ya guru siswa
obe ini konsepnya dari negara yang sudah mapan sistem pendidikannya kalau di indonesia malah jadi beban tambahan,"['obe', 'konsep', 'negara', 'mapan', 'sistem', 'didik', 'indonesia', 'beban', 'tambah']",obe konsep negara mapan sistem didik indonesia beban tambah
tidak habis pikir kenapa kampus kami maumaunya ikut tren obe padahal jelasjelas belum siap infrastrukturnya,"['habis', 'pikir', 'kampus', 'maumaunya', 'tren', 'obe', 'jelasjelas', 'infrastruktur']",habis pikir kampus maumaunya tren obe jelasjelas infrastruktur
kurikulum berbasis hasil itu bagus di teori prakteknya malah bikin semua pihak jadi stres,"['kurikulum', 'basis', 'hasil', 'bagus', 'teori', 'praktek', 'bikin', 'stres']",kurikulum basis hasil bagus teori praktek bikin stres
obe bikin pendidikan kehilangan unsur eksplorasi semuanya sudah diatur kaku dalam outcomes,"['obe', 'bikin', 'didik', 'hilang', 'unsur', 'eksplorasi', 'atur', 'kaku', 'outcomes']",obe bikin didik hilang unsur eksplorasi atur kaku outcomes
sebagai mahasiswa saya ngerasa jadi korban eksperimen obe dosennya saja masih bingung cara implementasinya,"['mahasiswa', 'ngerasa', 'korban', 'eksperimen', 'obe', 'dosen', 'bingung', 'implementasi']",mahasiswa ngerasa korban eksperimen obe dosen bingung implementasi
obe bikin beban kerja dosen nambah berkali lipat mana sempet fokus ke riset dan pengajaran,"['obe', 'bikin', 'beban', 'kerja', 'dosen', 'nambah', 'kali', 'lipat', 'sempet', 'fokus', 'riset', 'ajar']",obe bikin beban kerja dosen nambah kali lipat sempet fokus riset ajar
kampus kami hanya ganti format rps jadi berbasis obe tapi prakteknya masih pakai cara lama,"['kampus', 'ganti', 'format', 'rps', 'basis', 'obe', 'praktek', 'pakai']",kampus ganti format rps basis obe praktek pakai
tidak efektif sekali implementasi obe kalau dosendosennya tidak dilatih dengan baik dulu,"['efektif', 'implementasi', 'obe', 'dosendosennya', 'latih']",efektif implementasi obe dosendosennya latih
obe malah bikin pendidikan jadi kehilangan esensinya yang penting outcomes tercapai walau prosesnya amburadul,"['obe', 'bikin', 'didik', 'hilang', 'esensi', 'outcomes', 'capai', 'proses', 'amburadul']",obe bikin didik hilang esensi outcomes capai proses amburadul
sudah 2 semester pakai obe feedbacknya jelek dari mahasiswa pada bingung sama sistem penilaiannya,"['2', 'semester', 'pakai', 'obe', 'feedbacknya', 'jelek', 'mahasiswa', 'bingung', 'sistem', 'nilai']",2 semester pakai obe feedbacknya jelek mahasiswa bingung sistem nilai
garagara fokus ke implementasi obe kampus kami malah ngelupain masalah mendasar seperti kualitas dosen,"['garagara', 'fokus', 'implementasi', 'obe', 'kampus', 'ngelupain', 'dasar', 'kualitas', 'dosen']",garagara fokus implementasi obe kampus ngelupain dasar kualitas dosen
obe yang dipaksain tanpa persiapan matang itu sama saja seperti bunuh diri akademik,"['obe', 'dipaksain', 'siap', 'matang', 'bunuh', 'akademik']",obe dipaksain siap matang bunuh akademik
tidak adil sekali maksa semua kampus terapin obe tanpa liat kondisi dan kemampuan masingmasing,"['adil', 'maksa', 'kampus', 'terapin', 'obe', 'liat', 'kondisi', 'mampu', 'masingmasing']",adil maksa kampus terapin obe liat kondisi mampu masingmasing
obe malah bikin pendidikan jadi businessoriented hilang idealisme pendidikan sebagai pencerahan,"['obe', 'bikin', 'didik', 'businessoriented', 'hilang', 'idealisme', 'didik', 'cerah']",obe bikin didik businessoriented hilang idealisme didik cerah
pusing sekali jadi mahasiswa jaman sekarang tiap tahun kurikulumnya gontaganti sekarang obe besok apalagi,"['pusing', 'mahasiswa', 'jaman', 'kurikulum', 'gontaganti', 'obe', 'besok']",pusing mahasiswa jaman kurikulum gontaganti obe besok
tidak ngerti sama kemdikbud bukannya benerin fasilitas pendidikan malah sibuk nerapin obe,"['ngerti', 'kemdikbud', 'benerin', 'fasilitas', 'didik', 'sibuk', 'nerapin', 'obe']",ngerti kemdikbud benerin fasilitas didik sibuk nerapin obe
obe ini hanya kedok buat naikin standar akreditasi esensi peningkatan kualitas pendidikan hilang,"['obe', 'kedok', 'naikin', 'standar', 'akreditasi', 'esensi', 'tingkat', 'kualitas', 'didik', 'hilang']",obe kedok naikin standar akreditasi esensi tingkat kualitas didik hilang
kampus kami terpaksa ikutan tren obe padahal jelasjelas belum siap dari segi sdm,"['kampus', 'paksa', 'ikut', 'tren', 'obe', 'jelasjelas', 'segi', 'sdm']",kampus paksa ikut tren obe jelasjelas segi sdm
kurikulum obe bikin hubungan dosenmahasiswa jadi kaku semuanya diatur sama rubrik penilaian,"['kurikulum', 'obe', 'bikin', 'hubung', 'dosenmahasiswa', 'kaku', 'atur', 'rubrik', 'nilai']",kurikulum obe bikin hubung dosenmahasiswa kaku atur rubrik nilai
obe yang terlalu rigid malah bikin mati kreativitas mahasiswa dan dosen,"['obe', 'rigid', 'bikin', 'mati', 'kreativitas', 'mahasiswa', 'dosen']",obe rigid bikin mati kreativitas mahasiswa dosen
dosendosen pada bingung sama implementasi obe pelatihan hanya sehari langsung disuruh praktekin,"['dosendosen', 'bingung', 'implementasi', 'obe', 'latih', 'hari', 'langsung', 'suruh', 'praktekin']",dosendosen bingung implementasi obe latih hari langsung suruh praktekin
tidak semua matkul cocok diterapin obe apalagi yang sifatnya abstrak seperti filsafat atau etika,"['matkul', 'cocok', 'diterapin', 'obe', 'sifat', 'abstrak', 'filsafat', 'etika']",matkul cocok diterapin obe sifat abstrak filsafat etika
obe malah bikin pendidikan jadi kehilangan nilainilai luhurnya semuanya diukur dari kebutuhan pasar,"['obe', 'bikin', 'didik', 'hilang', 'nilainilai', 'luhur', 'ukur', 'butuh', 'pasar']",obe bikin didik hilang nilainilai luhur ukur butuh pasar
kampus kami asal comot obe tanpa penyesuaian jadinya ya tidak nyambung sama kondisi riil di lapangan,"['kampus', 'comot', 'obe', 'sesuai', 'ya', 'nyambung', 'kondisi', 'riil', 'lapang']",kampus comot obe sesuai ya nyambung kondisi riil lapang
capek dengerin jargon obe terus ujungujungnya yang dipentingin tetep nilai bukan pemahaman,"['capek', 'dengerin', 'jargon', 'obe', 'ujungujungnya', 'dipentingin', 'tetep', 'nilai', 'paham']",capek dengerin jargon obe ujungujungnya dipentingin tetep nilai paham
obe bikin mahasiswa jadi kurang eksploratif mereka hanya belajar yang ada di rubrik penilaian saja,"['obe', 'bikin', 'mahasiswa', 'eksploratif', 'ajar', 'rubrik', 'nilai']",obe bikin mahasiswa eksploratif ajar rubrik nilai
sebagai dosen senior saya tidak yakin obe ini bawa perubahan signifikan selain nambah kerjaan administratif,"['dosen', 'senior', 'obe', 'bawa', 'ubah', 'signifikan', 'nambah', 'kerja', 'administratif']",dosen senior obe bawa ubah signifikan nambah kerja administratif
tidak habis pikir kenapa indonesia selalu jadi follower tren pendidikan global obe ini belum tentu cocok untuk kita,"['habis', 'pikir', 'indonesia', 'follower', 'tren', 'didik', 'global', 'obe', 'cocok']",habis pikir indonesia follower tren didik global obe cocok
obe malah bikin gap antara teori dan praktik makin lebar mahasiswa hanya paham konsep tanpa bisa aplikasikan,"['obe', 'bikin', 'gap', 'teori', 'praktik', 'lebar', 'mahasiswa', 'paham', 'konsep', 'aplikasi']",obe bikin gap teori praktik lebar mahasiswa paham konsep aplikasi
kampus kami sudah setahun nerapin obe tapi belum ada perubahan signifikan malah nambah kerjaan dosen,"['kampus', 'tahun', 'nerapin', 'obe', 'ubah', 'signifikan', 'nambah', 'kerja', 'dosen']",kampus tahun nerapin obe ubah signifikan nambah kerja dosen
sejak terapin obe waktu dosen habis buat ngurusin administratif daripada fokus ke pengajaran berkualitas,"['terapin', 'obe', 'dosen', 'habis', 'ngurusin', 'administratif', 'fokus', 'ajar', 'kualitas']",terapin obe dosen habis ngurusin administratif fokus ajar kualitas
obe bikin pendidikan kehilangan dimensi kritisnya mahasiswa hanya fokus ke outcomes yang sudah ditentukan,"['obe', 'bikin', 'didik', 'hilang', 'dimensi', 'kritis', 'mahasiswa', 'fokus', 'outcomes', 'tentu']",obe bikin didik hilang dimensi kritis mahasiswa fokus outcomes tentu
tidak relevan sekali maksa terapin obe di kampus yang masih kekurangan dosen dan fasilitas belajar,"['relevan', 'maksa', 'terapin', 'obe', 'kampus', 'kurang', 'dosen', 'fasilitas', 'ajar']",relevan maksa terapin obe kampus kurang dosen fasilitas ajar
obe ini hanya pandering ke kebutuhan industri pendidikan harusnya lebih dari sekedar cetak tenaga kerja,"['obe', 'pandering', 'butuh', 'industri', 'didik', 'dar', 'cetak', 'tenaga', 'kerja']",obe pandering butuh industri didik dar cetak tenaga kerja
sebagai guru saya ngerasa obe ini hanya nambah beban kerja tanpa ada kompensasi yang sepadan,"['guru', 'ngerasa', 'obe', 'nambah', 'beban', 'kerja', 'kompensasi', 'padan']",guru ngerasa obe nambah beban kerja kompensasi padan
obe malah bikin sistem pendidikan jadi seperti pabrik mahasiswa diproduksi sesuai permintaan pasar,"['obe', 'bikin', 'sistem', 'didik', 'pabrik', 'mahasiswa', 'produksi', 'sesuai', 'minta', 'pasar']",obe bikin sistem didik pabrik mahasiswa produksi sesuai minta pasar
tidak ngerti kenapa kampus harus ikutikutan tren obe padahal belum ada bukti konkret keberhasilannya di indonesia,"['ngerti', 'kampus', 'ikutikutan', 'tren', 'obe', 'bukti', 'konkret', 'hasil', 'indonesia']",ngerti kampus ikutikutan tren obe bukti konkret hasil indonesia
kurikulum berbasis hasil itu konsepnya dari kapitalisme pendidikan jadi komoditas yang bisa diukur dan dijual,"['kurikulum', 'basis', 'hasil', 'konsep', 'kapitalisme', 'didik', 'komoditas', 'ukur', 'jual']",kurikulum basis hasil konsep kapitalisme didik komoditas ukur jual
obe bikin pendidikan kehilangan soulnya semuanya jadi mekanistis dan kaku,"['obe', 'bikin', 'didik', 'hilang', 'soulnya', 'mekanistis', 'kaku']",obe bikin didik hilang soulnya mekanistis kaku
garagara obe dosen jadi lebih sibuk ngurusin dokumen daripada ngajar dan riset,"['garagara', 'obe', 'dosen', 'sibuk', 'ngurusin', 'dokumen', 'ngajar', 'riset']",garagara obe dosen sibuk ngurusin dokumen ngajar riset
implementasi obe di kampus kami bikin mahasiswa tambah stres tugas bertambah tapi tidak substantif,"['implementasi', 'obe', 'kampus', 'bikin', 'mahasiswa', 'stres', 'tugas', 'tambah', 'substantif']",implementasi obe kampus bikin mahasiswa stres tugas tambah substantif
obe itu hanya jargon kosong prakteknya tidak ada bedanya sama kurikulum lama hanya beda kemasan saja,"['obe', 'jargon', 'kosong', 'praktek', 'beda', 'kurikulum', 'beda', 'kemas']",obe jargon kosong praktek beda kurikulum beda kemas
kecewa sekali sama penerapan obe di kampus kami ternyata hanya buat kepentingan akreditasi saja,"['kecewa', 'terap', 'obe', 'kampus', 'penting', 'akreditasi']",kecewa terap obe kampus penting akreditasi
obe malah bikin materi pembelajaran jadi oversimplified yang penting bisa diukur outcomesnya,"['obe', 'bikin', 'materi', 'ajar', 'oversimplified', 'ukur', 'outcomesnya']",obe bikin materi ajar oversimplified ukur outcomesnya
tidak adil maksa semua kampus terapin obe tanpa pertimbangkan kekhasan dan kebutuhan masingmasing institusi,"['adil', 'maksa', 'kampus', 'terapin', 'obe', 'timbang', 'khas', 'butuh', 'masingmasing', 'institusi']",adil maksa kampus terapin obe timbang khas butuh masingmasing institusi
obe ini ibaratnya ganti bungkus tapi isinya sama hanya buat pencitraan saja,"['obe', 'ganti', 'bungkus', 'isi', 'citra']",obe ganti bungkus isi citra
sebagai dosen muda saya kecewa sama obe yang ternyata hanya nambah kerjaan administratif,"['dosen', 'muda', 'kecewa', 'obe', 'nambah', 'kerja', 'administratif']",dosen muda kecewa obe nambah kerja administratif
obe malah bikin pendidikan jadi seperti fast food serba cepat dan terstandarisasi tapi tidak bernutrisi,"['obe', 'bikin', 'didik', 'fast', 'food', 'serba', 'cepat', 'standar', 'nutrisi']",obe bikin didik fast food serba cepat standar nutrisi
sudah capek dengerin soal obe ujungujungnya hanya buat kepentingan akreditasi saja,"['capek', 'dengerin', 'obe', 'ujungujungnya', 'penting', 'akreditasi']",capek dengerin obe ujungujungnya penting akreditasi
tidak setuju sekali sama obe yang terlalu fokus ke outcomes proses belajar juga sama pentingnya,"['tuju', 'obe', 'fokus', 'outcomes', 'proses', 'ajar']",tuju obe fokus outcomes proses ajar
obe bikin pendidikan kehilangan unsur humanisnya semua diukur pakai angka saja,"['obe', 'bikin', 'didik', 'hilang', 'unsur', 'humanis', 'ukur', 'pakai', 'angka']",obe bikin didik hilang unsur humanis ukur pakai angka
kampus kami hanya lip service soal obe implementasinya setengah hati jadinya malah bikin bingung,"['kampus', 'lip', 'service', 'obe', 'implementasi', 'hati', 'bikin', 'bingung']",kampus lip service obe implementasi hati bikin bingung
garagara obe dosen jadi sibuk nyusun dokumen daripada fokus ke pengembangan ilmu,"['garagara', 'obe', 'dosen', 'sibuk', 'nyusun', 'dokumen', 'fokus', 'kembang', 'ilmu']",garagara obe dosen sibuk nyusun dokumen fokus kembang ilmu
obe yang dipaksain tanpa persiapan matang itu hanya buangbuang waktu dan energi saja,"['obe', 'dipaksain', 'siap', 'matang', 'buangbuang', 'energi']",obe dipaksain siap matang buangbuang energi
kalau diliatliat obe ini malah bikin standarisasi yang kaku kreativitas jadi hilang,"['diliatliat', 'obe', 'bikin', 'standar', 'kaku', 'kreativitas', 'hilang']",diliatliat obe bikin standar kaku kreativitas hilang
tidak habis pikir kenapa kita selalu latah ikutin tren pendidikan dari luar obe belum tentu cocok buat kita,"['habis', 'pikir', 'latah', 'ikutin', 'tren', 'didik', 'obe', 'cocok']",habis pikir latah ikutin tren didik obe cocok
obe bikin pendidikan jadi kehilangan unsur eksplorasi semuanya sudah diatur kaku dalam rubrik penilaian,"['obe', 'bikin', 'didik', 'hilang', 'unsur', 'eksplorasi', 'atur', 'kaku', 'rubrik', 'nilai']",obe bikin didik hilang unsur eksplorasi atur kaku rubrik nilai
saya sebagai mahasiswa merasa jadi kelinci percobaan obe padahal sistemnya belum jelas gimana implementasinya,"['mahasiswa', 'kelinci', 'coba', 'obe', 'sistem', 'gimana', 'implementasi']",mahasiswa kelinci coba obe sistem gimana implementasi
obe ini terlalu fokus ke outputs padahal pendidikan harusnya lebih dari sekedar hasil akhir,"['obe', 'fokus', 'outputs', 'didik', 'dar', 'hasil']",obe fokus outputs didik dar hasil
garagara sibuk nerapin obe masalah fundamental pendidikan kita malah terlupakan,"['garagara', 'sibuk', 'nerapin', 'obe', 'fundamental', 'didik', 'lupa']",garagara sibuk nerapin obe fundamental didik lupa
obe malah bikin pendidikan jadi sekedar training untuk industri bukan lagi tentang keilmuan,"['obe', 'bikin', 'didik', 'dar', 'training', 'industri', 'ilmu']",obe bikin didik dar training industri ilmu
kalau ingin jujur obe di kampus kami hanya buat pencitraan saja prakteknya masih seperti kurikulum lama,"['jujur', 'obe', 'kampus', 'citra', 'praktek', 'kurikulum']",jujur obe kampus citra praktek kurikulum
tidak ngerti lagi sama kebijakan pendidikan yang gontaganti capek ngikutinnya,"['ngerti', 'bijak', 'didik', 'gontaganti', 'capek', 'ngikutinnya']",ngerti bijak didik gontaganti capek ngikutinnya
obe bikin dosen jadi administrator daripada pendidik waktunya habis buat ngurusin dokumen,"['obe', 'bikin', 'dosen', 'administrator', 'didik', 'habis', 'ngurusin', 'dokumen']",obe bikin dosen administrator didik habis ngurusin dokumen
kampus kami belum siap implementasi obe tapi dipaksa jadinya malah berantakan,"['kampus', 'implementasi', 'obe', 'paksa', 'beranta']",kampus implementasi obe paksa beranta
sebagai dosen senior saya merasa obe ini hanya rebranding dari sistem yang sudah ada tidak ada yang baru,"['dosen', 'senior', 'obe', 'rebranding', 'sistem']",dosen senior obe rebranding sistem
obe ternyata bikin beban kerja dosen nambah tapi kualitas pembelajaran tidak meningkat,"['obe', 'bikin', 'beban', 'kerja', 'dosen', 'nambah', 'kualitas', 'ajar', 'tingkat']",obe bikin beban kerja dosen nambah kualitas ajar tingkat
tidak semua ilmu bisa diukur pakai outcomes yang kaku misalnya filsafat atau seni,"['ilmu', 'ukur', 'pakai', 'outcomes', 'kaku', 'filsafat', 'seni']",ilmu ukur pakai outcomes kaku filsafat seni
obe malah bikin pendidikan jadi mekanistis hilang unsur kreativitas dan eksplorasinya,"['obe', 'bikin', 'didik', 'mekanistis', 'hilang', 'unsur', 'kreativitas', 'eksplorasi']",obe bikin didik mekanistis hilang unsur kreativitas eksplorasi
sudah setahun implementasi obe tapi malah bikin mahasiswa tambah bingung karena tidak konsisten,"['tahun', 'implementasi', 'obe', 'bikin', 'mahasiswa', 'bingung', 'konsisten']",tahun implementasi obe bikin mahasiswa bingung konsisten
garagara obe dosen jadi kehilangan otonominya dalam mengajar semuanya harus sesuai outcomes,"['garagara', 'obe', 'dosen', 'hilang', 'otonomi', 'ajar', 'sesuai', 'outcomes']",garagara obe dosen hilang otonomi ajar sesuai outcomes
obe hanya jargon kosong prakteknya tidak ada bedanya sama kurikulum lama,"['obe', 'jargon', 'kosong', 'praktek', 'beda', 'kurikulum']",obe jargon kosong praktek beda kurikulum
sebagai guru saya ngerasa obe ini hanya nambah beban kerja administratif saja,"['guru', 'ngerasa', 'obe', 'nambah', 'beban', 'kerja', 'administratif']",guru ngerasa obe nambah beban kerja administratif
obe malah bikin pendidikan jadi terlalu fokus ke pasar kerja idealisme keilmuan hilang,"['obe', 'bikin', 'didik', 'fokus', 'pasar', 'kerja', 'idealisme', 'ilmu', 'hilang']",obe bikin didik fokus pasar kerja idealisme ilmu hilang
kampus kami kejarkejaran implementasi obe demi akreditasi padahal belum siap dari segi sdm,"['kampus', 'kejarkejaran', 'implementasi', 'obe', 'akreditasi', 'segi', 'sdm']",kampus kejarkejaran implementasi obe akreditasi segi sdm
tidak habis pikir kenapa pendidikan kita selalu ikutikutan tren obe belum tentu cocok buat kita,"['habis', 'pikir', 'didik', 'ikutikutan', 'tren', 'obe', 'cocok']",habis pikir didik ikutikutan tren obe cocok
obe bikin mahasiswa jadi kurang eksploratif mereka hanya belajar sesuai rubrik penilaian saja,"['obe', 'bikin', 'mahasiswa', 'eksploratif', 'ajar', 'sesuai', 'rubrik', 'nilai']",obe bikin mahasiswa eksploratif ajar sesuai rubrik nilai
sudah 6 bulan nerapin obe feedbacknya jelek dari mahasiswa pada bingung sama sistemnya,"['6', 'nerapin', 'obe', 'feedbacknya', 'jelek', 'mahasiswa', 'bingung', 'sistem']",6 nerapin obe feedbacknya jelek mahasiswa bingung sistem
garagara obe waktu dosen habis buat dokumen administratif daripada riset dan pengajaran,"['garagara', 'obe', 'dosen', 'habis', 'dokumen', 'administratif', 'riset', 'ajar']",garagara obe dosen habis dokumen administratif riset ajar
obe ini terlalu rigid tidak semua proses belajar bisa diukur dengan outcomes yang kaku,"['obe', 'rigid', 'proses', 'ajar', 'ukur', 'outcomes', 'kaku']",obe rigid proses ajar ukur outcomes kaku
kampus kami hanya ganti format dokumen jadi obe tapi prakteknya masih sama seperti dulu,"['kampus', 'ganti', 'format', 'dokumen', 'obe', 'praktek']",kampus ganti format dokumen obe praktek
sebagai mahasiswa saya merasa jadi korban eksperimen obe yang implementasinya setengahsetengah,"['mahasiswa', 'korban', 'eksperimen', 'obe', 'implementasi', 'setengahsetengah']",mahasiswa korban eksperimen obe implementasi setengahsetengah
obe malah bikin pendidikan kehilangan esensinya sebagai proses pencerahan dan pembentukan karakter,"['obe', 'bikin', 'didik', 'hilang', 'esensi', 'proses', 'cerah', 'bentuk', 'karakter']",obe bikin didik hilang esensi proses cerah bentuk karakter
tidak setuju sama kurikulum obe yang terlalu fokus ke outcomes pendidikan lebih dari sekedar hasil,"['tuju', 'kurikulum', 'obe', 'fokus', 'outcomes', 'didik', 'dar', 'hasil']",tuju kurikulum obe fokus outcomes didik dar hasil
obe ini hanya rebranding dari kurikulum lama tidak ada yang baru selain namanya saja,"['obe', 'rebranding', 'kurikulum', 'nama']",obe rebranding kurikulum nama
